,Title,Authors,Categories,Keywords,Description,Type of (possible) format,,,,,,,,,
475,"Data from: Dynamic species classification of microorganisms across time, abiotic and biotic environments - a sliding window approach","['by Frank Pennekamp Jason I. Griffiths Emanuel A. Fronhofer Aurélie Garnier Mathew Seymour Florian Altermatt Owen L. Petchey', 'Frank Pennekamp', 'Jason I. Griffiths', 'Jason I. Griffiths', 'Emanuel A. Fronhofer', 'Emanuel A. Fronhofer', 'Aurélie Garnier', 'Aurélie Garnier', 'Mathew Seymour', 'Mathew Seymour', 'Florian Altermatt', 'Florian Altermatt', 'Owen L. Petchey', 'Owen L. Petchey']",['Ecology'],"['microcosms', 'microbial ecology;', 'video analysis', 'machine Learning Classification', 'ciliates']","The following datasets were used for the analyses presented in the publication called ""Dynamic species classification of microorganisms across time, abiotic and biotic environments --- a sliding window approach"".

Mixed models and figure 5:
* Logistic regression across temperature and species richness (LR_all_class_data.csv)
* Four datasets for the logistic regressions using subsets of species, temperatures, time and number of trajectories
(LR_[sp, temp, ws, trjs]_data.csv)

Comparing automatic and manual counts & Figure 6:
* The comparison between the RF classifier and manual identification (Automatic_RF_id.csv & Manual_id.csv)
* The comparison between RF, NB and SVM classifier and manual identifications (NB_SVM_RF_id.csv & Manual_id.csv)",.trj,,,,,,,,,
476,Loci detected as being associated with PUE in experiments 1 and 2.,"['by Matthias Wissuwa Katsuhiko Kondo Takuya Fukuda Asako Mori Michael T. Rose Juan Pariasca-Tanaka Tobias Kretzschmar Stephan M. Haefele Terry J. Rose', 'Matthias Wissuwa', 'Matthias Wissuwa', 'Katsuhiko Kondo', 'Katsuhiko Kondo', 'Takuya Fukuda', 'Takuya Fukuda', 'Asako Mori', 'Asako Mori', 'Michael T. Rose', 'Michael T. Rose', 'Juan Pariasca-Tanaka', 'Juan Pariasca-Tanaka', 'Tobias Kretzschmar', 'Tobias Kretzschmar', 'Stephan M. Haefele', 'Stephan M. Haefele', 'Terry J. Rose', 'Terry J. Rose']",['Biological Sciences'],"['expression patterns', 'Internal Phosphorus Utilization Efficiency', 'Unmasking Novel Loci', 'chromosome 11.', 'chromosome 1 haplotype', 'Rice Germplasm', 'expression analysis', 'P uptake', 'coding regions', 'GWAS', 'priority candidate genes', 'plant P uptake', 'genotypic variation', 'rice gene pool', 'fertilizer price increases', 'Internal P utilization efficiency', 'rice varieties', 'plant growth', 'PUE', 'hydroponic system', 'chromosome 1']","aInterval size estimate base on linkage blocks present at respective locus (supplementary S5 Fig)
bAt each PUE peak we examined whether variation for root or shoot biomass contributed over-proportionally to peak significance.
cResult of an analysis including only accessions of the indica subspecies (n = 65). The significance level decreased to 6.2E-04 for the analysis across subpopulations.
TrJ = tropical japonica.
‘nd’ signifies ‘not detected’
Loci detected as being associated with PUE in experiments 1 and 2.",.trj,,,,,,,,,
477,Observed haplotype patterns within the gene GBSSI for O. sativa accessions.,"['by Jorge Duitama Alexander Silva Yamid Sanabria Daniel Felipe Cruz Constanza Quintero Carolina Ballen Mathias Lorieux Brian Scheffler Andrew Farmer Edgar Torres James Oard Joe Tohme', 'Jorge Duitama', 'Jorge Duitama', 'Alexander Silva', 'Alexander Silva', 'Yamid Sanabria', 'Yamid Sanabria', 'Daniel Felipe Cruz', 'Daniel Felipe Cruz', 'Constanza Quintero', 'Constanza Quintero', 'Carolina Ballen', 'Carolina Ballen', 'Mathias Lorieux', 'Mathias Lorieux', 'Brian Scheffler', 'Brian Scheffler', 'Andrew Farmer', 'Andrew Farmer', 'Edgar Torres', 'Edgar Torres', 'James Oard', 'James Oard', 'Joe Tohme', 'Joe Tohme']","['Medicine', 'Genetics', 'Evolutionary Biology', 'Environmental Sciences not elsewhere classified', 'Ecology', 'Biological Sciences not elsewhere classified', 'Infectious Diseases', 'Plant Biology']","['104 rice varieties', 'sequencing', 'rice genome', 'Whole Genome Sequencing', 'Marker Assisted Selection', 'copy number variation', 'genomic background', 'rice research community', 'Comprehensive Information Resource', 'genomic variation databases', 'GBSSI', 'variety', 'Elite Rice Cultivars']","Alleles of the temperate japonica variety Haginomae Mochi (dashed rectangle), which has the defective alleles for Waxy-1 to Waxy-7, are colored blue. Arrows indicate locations within the gene for the discriminative SNPs Waxy-1 to Waxy-7. Colors in the left panel differentiate the following groups: aromatic (ARO), temperate japonica (TEJ), tropical japonica (TRJ), indica (IND), aus (AUS) and admixed (ADM). The table below shows the six haplotype configurations in an independent group of 48 indica elite varieties with variable amylose contents. The last two columns are the number of samples showing the haplotype and the average amylose content for each haplotype. Characters a, b, c and d in the last column differentiate haplotypes with significant differences in amylose content.",.trj,,,,,,,,,
478,Image cuantification on ROIs,"['by Laura Lafon hughes', 'Laura Lafon hughes']",['Animal Cell and Molecular Biology'],['poly-adp-ribosylation'],Microsoft Excell files generated during image quantification,.trj,,,,,,,,,
479,Diversity within agronomically important genes.,"['by Jorge Duitama Alexander Silva Yamid Sanabria Daniel Felipe Cruz Constanza Quintero Carolina Ballen Mathias Lorieux Brian Scheffler Andrew Farmer Edgar Torres James Oard Joe Tohme', 'Jorge Duitama', 'Jorge Duitama', 'Alexander Silva', 'Alexander Silva', 'Yamid Sanabria', 'Yamid Sanabria', 'Daniel Felipe Cruz', 'Daniel Felipe Cruz', 'Constanza Quintero', 'Constanza Quintero', 'Carolina Ballen', 'Carolina Ballen', 'Mathias Lorieux', 'Mathias Lorieux', 'Brian Scheffler', 'Brian Scheffler', 'Andrew Farmer', 'Andrew Farmer', 'Edgar Torres', 'Edgar Torres', 'James Oard', 'James Oard', 'Joe Tohme', 'Joe Tohme']","['Medicine', 'Genetics', 'Evolutionary Biology', 'Environmental Sciences not elsewhere classified', 'Ecology', 'Biological Sciences not elsewhere classified', 'Infectious Diseases', 'Plant Biology']","['104 rice varieties', 'sequencing', 'rice genome', 'Whole Genome Sequencing', 'Marker Assisted Selection', 'copy number variation', 'genomic background', 'rice research community', 'Comprehensive Information Resource', 'genomic variation databases', 'GBSSI', 'variety', 'Elite Rice Cultivars']","a) Average diversity (average number of pairwise differences per kilobasepair) for genes grouped following the minor categories defined in the OGRO database. Red and blue dashed lines indicate average diversity values across the whole genome (including non-genic regions) within indica and within japonica respectively. The green dashed line, showing the average pairwise Fst between indica and japonica, is scaled in the secondary Y axis. b) SNPs identified within the gene LOC_Os02g40860 in the 104 varieties analyzed in this study. Characteristic alleles of the temperate japonica haplotype are painted blue. Vertical dashed rectangles show the locations of the two missense SNPs with high minor allele frequency within indica. The horizontal rectangle shows the haplotype of the variety Camponi. Colors in the left panel differentiate the following groups: O. rufipogon (RUF), aromatic (ARO), temperate japonica (TEJ), tropical japonica (TRJ), indica (IND), aus (AUS), O. nivara (NIV), and admixed (ADM).",.trj,,,,,,,,,
480,IT6_ originales FV del 230515,"['by Laura Lafon hughes', 'Laura Lafon hughes']",['Animal Cell and Molecular Biology'],['poly-adp-ribosylation'],IT6 experiment,.trj,,,,,,,,,
481,"Location of the QTLs identified by the GWA mapping for cold tolerance at the germination stage (Fig 3a) and reproductive stage (Fig 3b), including co-located QTL and cadidate genes that were previously reported.","['by Ehsan Shakiba Jeremy D. Edwards Farman Jodari Sara E. Duke Angela M. Baldo Pavel Korniliev Susan R. McCouch Georgia C. Eizenga', 'Ehsan Shakiba', 'Ehsan Shakiba', 'Jeremy D. Edwards', 'Jeremy D. Edwards', 'Farman Jodari', 'Farman Jodari', 'Sara E. Duke', 'Sara E. Duke', 'Angela M. Baldo', 'Angela M. Baldo', 'Pavel Korniliev', 'Pavel Korniliev', 'Susan R. McCouch', 'Susan R. McCouch', 'Georgia C. Eizenga', 'Georgia C. Eizenga']","['Medicine', 'Cell Biology', 'Genetics', 'Physiology', 'Environmental Sciences not elsewhere classified', 'Ecology', 'Immunology', 'Biological Sciences not elsewhere classified', 'Developmental Biology', 'Plant Biology']","['resolution genome-wide analysis Cold temperature', 'SNP', 'seed weight', 'tolerance', 'conduct genome-wide association', 'sativa', 'germination', 'Candidate gene ontology searches', 'QTL', 'JAPONICA varietal groups', 'trait', 'RDP 1 accessions', 'Rice Diversity Panel 1', 'INDICA', 'GWA mapping', 'stress', 'seedling stage']","The position of the QTL regions correspond to Table 2 for the germination stage (Fig 3a) and Table 3 for the reproductive stage (Fig 3b). The subpopulation group(s) where the QTL was identified are listed as ALL (all RDP1 accessions-black), IND (INDICA-red), JAP (JAPONICA-green), TEJ (temperate japonica-dark blue) and TRJ (tropical japonica-light blue). The “L” is for Locus [13]. Each significant SNP located in a particular QTL region is identified by a bar, thus the wider bars have more SNPs associated with the particular QTL.",.trj,,,,,,,,,
482,Relative divergence times in generations (G) (per Table 5).,"['by Kimberly L. Kanapeckas Cynthia C. Vigueira Aida Ortiz Kyle A. Gettler Nilda R. Burgos Albert J. Fischer Amy L. Lawton-Rauh', 'Kimberly L. Kanapeckas', 'Kimberly L. Kanapeckas', 'Cynthia C. Vigueira', 'Cynthia C. Vigueira', 'Aida Ortiz', 'Aida Ortiz', 'Kyle A. Gettler', 'Kyle A. Gettler', 'Nilda R. Burgos', 'Nilda R. Burgos', 'Albert J. Fischer', 'Albert J. Fischer', 'Amy L. Lawton-Rauh', 'Amy L. Lawton-Rauh']","['Medicine', 'Cell Biology', 'Genetics', 'Evolutionary Biology', 'Environmental Sciences not elsewhere classified', 'Ecology', 'Plant Biology']","['California weedy rice', 'weedy genotypes cause', 'AA genome Oryzas', 'weedy population success', 'weedy rice population', 'weedy rice ecotypes', 'weedy genotypes', 'California weedy rice subgroups']","Ancestral gene flow/migration (NeM) from each likely source into California weedy rice are in parentheses. Labels are as follows: Oryza sativa ancestral global pool, including Chinese O. rufipogon, aromatic, barthii, meridionalis (NG1), O. sativa global sources including Indian O. rufipogon, nivara, sativa aus, other indica-like Oryza (NG2), temperate japonica (TJ), tropical japonica (TRJ), brownhull (BrH), blackhull (BHA), or strawhull awnless (SHA) Arkansas weedy rice (AWR), California temperate japonica (CTJ), SHA (strawhull awned) California weedy rice (CWR), and mixed genotypes (e.g. red pericarp African O. glaberrima) (MX).",.trj,,,,,,,,,
483,Raw quantitative data,"['by Laura Lafon hughes', 'Laura Lafon hughes']",['Animal Cell and Molecular Biology'],['poly-adp-ribosylation'],Raw image quantification (before normalization),.trj,,,,,,,,,
484,"Design, Synthesis and Biological Evaluation of 7 Chloro-9H-pyrimido[4,5-b]indole-based Glycogen synthase kinase-3β inhibitors","['by Andreev, Stanislav Pantsar, Tatu Ansideri, Francesco Kudolo, Mark Forster, Michael Schollmeyer, Dieter Laufer, Stefan Koch, Pierre', 'Andreev, Stanislav', 'Andreev, Stanislav', 'Pantsar, Tatu', 'Pantsar, Tatu', 'Ansideri, Francesco', 'Ansideri, Francesco', 'Kudolo, Mark', 'Kudolo, Mark', 'Forster, Michael', 'Forster, Michael', 'Schollmeyer, Dieter', 'Schollmeyer, Dieter', 'Laufer, Stefan', 'Laufer, Stefan', 'Koch, Pierre', 'Koch, Pierre']","['Biophysics', 'Physical Sciences not elsewhere classified', 'Medicine', 'Molecular Biology', 'Pharmacology', 'Biotechnology', 'Evolutionary Biology', 'Chemical Sciences not elsewhere classified', 'Sociology', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified', 'Marine Biology', 'Infectious Diseases', 'Virology']","['nbsp', 'Biological Evaluation', 'Cmpd 14b', 'LLC', 'compounds 14 b', 'conformation', 'Desmond MD simulations', 'NY', '7 Chloro -9H Glycogen synthase kinase -3β inhibitors', 'QM']","The dataset related to the publication:
Andreev et al. Design, Synthesis and Biological Evaluation of 7 Chloro-9H-pyrimido[4,5-b]indole-based Glycogen synthase kinase-3β inhibitors.

The files include:
1) Movies of the MD simulations of compounds 14b  (Cmpd14b.mpg) and 24 (Cmpd24.mpg).
2) Raw trajectory files of the Desmond MD simulations of the compounds 14b (14b.zip) and 24 (24.zip) (contains out.cms and the full trj files).
3) Output conformations of the QM Tautomer & Conformation Predictor of Maestro (Schrödinger, LLC, New York, NY, 2019) of the compounds 14b (Cmpd14b_QMconftauto_output.mae; Cmpd14b_QMconftauto_output.sdf) and 24 (Cmpd24_QMconftauto_output.mae; Cmpd24_QMconftauto_output.sdf)
4) Jaguar pKa calculation (conformations) output-files for compounds 14b, 14c, 14d, 14e, 14f, 14g, 14h, 14i, 14j, 14k, 14l, 14m, 14n pKa.zip (contains conformation in .mae file and Final weighted pKa value in .out file).",.trj,,,,,,,,,
485,Comparison of CNV calls in rice cultivars.,"['by Jorge Duitama Alexander Silva Yamid Sanabria Daniel Felipe Cruz Constanza Quintero Carolina Ballen Mathias Lorieux Brian Scheffler Andrew Farmer Edgar Torres James Oard Joe Tohme', 'Jorge Duitama', 'Jorge Duitama', 'Alexander Silva', 'Alexander Silva', 'Yamid Sanabria', 'Yamid Sanabria', 'Daniel Felipe Cruz', 'Daniel Felipe Cruz', 'Constanza Quintero', 'Constanza Quintero', 'Carolina Ballen', 'Carolina Ballen', 'Mathias Lorieux', 'Mathias Lorieux', 'Brian Scheffler', 'Brian Scheffler', 'Andrew Farmer', 'Andrew Farmer', 'Edgar Torres', 'Edgar Torres', 'James Oard', 'James Oard', 'Joe Tohme', 'Joe Tohme']","['Medicine', 'Genetics', 'Evolutionary Biology', 'Environmental Sciences not elsewhere classified', 'Ecology', 'Biological Sciences not elsewhere classified', 'Infectious Diseases', 'Plant Biology']","['104 rice varieties', 'sequencing', 'rice genome', 'Whole Genome Sequencing', 'Marker Assisted Selection', 'copy number variation', 'genomic background', 'rice research community', 'Comprehensive Information Resource', 'genomic variation databases', 'GBSSI', 'variety', 'Elite Rice Cultivars']","Number of 100bp bins with a) duplications, and b) deletions discriminated by the percentage of each population in which the event is reported (red: Indica, blue: japonica overall, yellow: tropical japonica, and light blue: temperate japonica). The lines indicate the percentage of bins for each category falling within repetitive regions in Nipponbare. c) Number of bins not spanning Nipponbare repeats with predicted CNVs common for each subpopulation (indica, japonica, tropical japonica, and temperate japonica) discriminated by the predicted copy number, being two the normal copy number for a diploid region. d) Example of a discriminative duplication between indica and japonica. Reads taken from the two copies of this region present in indica samples align to the same genomic location producing clusters of heterozygous SNPs. Colors in the left panel differentiate the following groups: O. rufipogon (RUF), aromatic (ARO), temperate japonica (TEJ), tropical japonica (TRJ), indica (IND), aus (AUS), O. nivara (NIV), and admixed (ADM). Homozygous genotype calls carrying the reference allele are colored blue. Homozygous genotype calls carrying an allele different from the reference are colored red. Heterozygous genotype calls are colored half blue and half red.",.trj,,,,,,,,,
486,Moisture accumulation in sleeping bags at subzero temperatures - effect of semipermeable and impermeable covers,"['by George Havenith', 'George Havenith']","['https://doi.org/10.1177/004051750207200401', 'http://dx.doi.org/10.1177/004051750207200401', 'https://repository.lboro.ac.uk/account/articles/9346301', 'Design Practice and Management not elsewhere classified']",['untagged'],"Because subzero temperatures are expected to affect the vapor resistance of micro porous membranes, the effect of using semipermeable and impermeable rain covers for sleeping bags on moisture accumulation in the bags during 6 days of use at -7°C is investigated. Moisture accumulation is related to the vapor resistance of the materials. The best semipermeable material gives the same moisture build-up as no cover. Semiperme able cover materials are effective at reducing moisture accumulation in sleeping bags at moderate subzero temperatures.",.trj,,,,,,,,,
487,"Design, Synthesis and Biological Evaluation of 7-Chloro-9H-pyrimido[4,5-b]indole-based Glycogen synthase kinase-3β inhibitors","['by Andreev, Stanislav Pantsar, Tatu Ansideri, Francesco Kudolo, Mark Forster, Michael Schollmeyer, Dieter Laufer, Stefan Koch, Pierre', 'Andreev, Stanislav', 'Andreev, Stanislav', 'Pantsar, Tatu', 'Pantsar, Tatu', 'Ansideri, Francesco', 'Ansideri, Francesco', 'Kudolo, Mark', 'Kudolo, Mark', 'Forster, Michael', 'Forster, Michael', 'Schollmeyer, Dieter', 'Schollmeyer, Dieter', 'Laufer, Stefan', 'Laufer, Stefan', 'Koch, Pierre', 'Koch, Pierre']","['Biophysics', 'Biochemistry', 'Physical Sciences not elsewhere classified', 'Medicine', 'Genetics', 'Molecular Biology', 'Physiology', 'Pharmacology', 'Biotechnology', 'Evolutionary Biology', 'Chemical Sciences not elsewhere classified', 'Ecology', 'Information Systems not elsewhere classified', 'Marine Biology', 'Infectious Diseases', 'Plant Biology', 'Virology']","['7- Chloro -9H Glycogen synthase kinase -3β inhibitors', 'nbsp', 'Biological Evaluation', 'LLC', 'compounds 14 b', 'Desmond MD simulations', 'NY', 'Cmpd', 'QM']","The dataset related to the publication:
Andreev et al. Design, Synthesis and Biological Evaluation of 7 Chloro-9H-pyrimido[4,5-b]indole-based Glycogen synthase kinase-3β inhibitors.

The files include:
1) Movies of the MD simulations of compounds 14b  (Cmpd14b.mpg) and 24 (Cmpd24.mpg).
2) Raw trajectory files of the Desmond MD simulations of the compounds 14b (14b.zip), 24 (24.zip) and 24 (3aR, 7aS) (24_3aR_7aS.zip) (contains out.cms and the full trj files).
3) Output conformations of the QM Tautomer & Conformation Predictor of Maestro (Schrödinger, LLC, New York, NY, 2019) of the compounds
14b (Cmpd14b_QMconftauto_output.mae; Cmpd14b_QMconftauto_output.sdf), 
24 (Cmpd24_QMconftauto_output.mae; Cmpd24_QMconftauto_output.sdf) and  
24 (3aR, 7aS) (Cmpd24_3aR_7aS_QMconftauto_output.mae; Cmpd24_3aR_7aS_QMconftauto_output.sdf)
4) Jaguar pKa calculation (conformations) output-files for compounds 14b, 14c, 14d, 14e, 14f, 14g, 14h, 14i, 14j, 14k, 14l, 14m, 14n pKa.zip (contains conformation in .mae file and Final weighted pKa value in .out file).",.trj,,,,,,,,,
488,Pyridinylimidazoles as GSK3β inhibitors: the impact of tautomerism on compound activity via water networks,"['by Heider, Fabian Pantsar, Tatu Kudolo, Mark Ansideri, Francesco De Simone, Angela Pruccoli, Letizia Schneider, Taine Goettert, Marcia Tarozzi, Andrea Andrisano, Vincenza Laufer, Stefan Koch, Pierre', 'Heider, Fabian', 'Heider, Fabian', 'Pantsar, Tatu', 'Pantsar, Tatu', 'Kudolo, Mark', 'Kudolo, Mark', 'Ansideri, Francesco', 'Ansideri, Francesco', 'De Simone, Angela', 'De Simone, Angela', 'Pruccoli, Letizia', 'Pruccoli, Letizia', 'Schneider, Taine', 'Schneider, Taine', 'Goettert, Marcia', 'Goettert, Marcia', 'Tarozzi, Andrea', 'Tarozzi, Andrea', 'Andrisano, Vincenza', 'Andrisano, Vincenza', 'Laufer, Stefan', 'Laufer, Stefan', 'Koch, Pierre', 'Koch, Pierre']","['Biophysics', 'Biochemistry', 'Physical Sciences not elsewhere classified', 'Medicine', 'Genetics', 'Pharmacology', 'Biotechnology', 'Evolutionary Biology', 'Chemical Sciences not elsewhere classified', 'Ecology', 'Astronomical and Space Sciences not elsewhere classified', 'Sociology', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified', 'Marine Biology', 'Infectious Diseases', 'Virology']","['nbsp', '4 b', 'PTC', 'LLC', 'compound activity', 'water networks Data', 'NY', '3 j', 'MD simulations', 'Desmond trajectory files', '6 g', '6 b', 'GSK 3β inhibitors', 'QM']","Data related to publication:
Heider et al.: Pyridinylimidazoles as GSK3β inhibitors: the impact of tautomerism on compound activity via water networks.
The files include:
1) Output conformations of the QM Tautomer & Conformation Predictor of Maestro (Schrödinger, LLC, New York, NY, 2018) of the compounds 1, 3a, 3b, 3c, 3d, 3e, 3f, 3g, 3h, 3j, 3k, 3l, 3m, 6f and 6g [.mae and .sdf files].
2) Movies of the MD simulations of compounds 3a, 3j, 4a, 4b, 6b, 6g (6GN1) and movies (*_2) of 3a, 3j, 6b, 6g (4PTC) [.mpg files] .
3) Raw Desmond trajectory files of the MD simulations of the compounds 3a, 3j, 4a, 4b, 6b, 6g [out.cms and the full trj files].
 
 ",.trj,,,,,,,,,
489,Haplotype analysis of the Nrat1 gene region.,"['by Adam N. Famoso Keyan Zhao Randy T. Clark Chih-Wei Tung Mark H. Wright Carlos Bustamante Leon V. Kochian Susan R. McCouch', 'Adam N. Famoso', 'Adam N. Famoso', 'Keyan Zhao', 'Keyan Zhao', 'Randy T. Clark', 'Randy T. Clark', 'Chih-Wei Tung', 'Chih-Wei Tung', 'Mark H. Wright', 'Mark H. Wright', 'Carlos Bustamante', 'Carlos Bustamante', 'Leon V. Kochian', 'Leon V. Kochian', 'Susan R. McCouch', 'Susan R. McCouch']",['Biotechnology'],['biotechnology'],"A) Haplotypes observed in 373 accessions using the 44,000 SNP data. Haplotype 1 was unique to aus ancestry and associated with Al susceptibility within the aus subpopulation, explaining 40% of the Al tolerance variation within aus. Haplotypes 1, 2, and 3 share the same 4-SNP haplotype (id2001231-id2001243) flanking the Nrat1 gene (1.66 Mb). SNP positions are based on MSU6 annotation and subpopulations are abbreviated as follows: IND = indica, TEJ = temperate japonica, TRJ = tropical japonica, G.V. = groupV/aromatic, Admix = admixed lines without 80% ancestry to any one subpopulation. B) Haplotypes at the Nrat1 gene (1.66 Mb) in the (9) aus and (6) indica accessions sharing the 4-SNP haplotype flanking the Nrat1 gene. Polymorphisms are identified with numbers along bottom of figure. A STOP codon occurs in exon 13 between polymorphism 17 and 18. Gray shaded cells represent the reference allele and plant ID# 173 is the reference genotype ‘Nipponbare’. Yellow shaded cells represent polymorphisms in introns or synonymous polymorphisms in exons. Red shaded cells represent polymorphisms that result in amino acid substitutions (Indel or non-synonymous), unshaded cells marked with “−” indicate missing data, and +* indicates an intron insertion >500 bp.",.trj,,,,,,,,,
490,Quantification summary,"['by Laura Lafon hughes', 'Laura Lafon hughes']",['Animal Cell and Molecular Biology'],['poly-adp-ribosylation'],Quantification summaries in Microsoft excell,.trj,,,,,,,,,
491,The longer the first stimulus is explored in softness discrimination the longer it can be compared to the second one,"['by Metzger, Anna Drewing, Knut', 'Metzger, Anna', 'Metzger, Anna', 'Drewing, Knut', 'Drewing, Knut']",['Uncategorized'],['zenodo'],"In haptic perception information is often sampled serially over a certain interval of time. For example, a stimulus is repeatedly indented to repeatedly estimate its softness. Albeit such redundant estimates are equally reliable, they seem to contribute differently to the overall haptic percept in a comparison task. When comparing the softness of two silicon rubber stimuli, the within-stimulus weights of estimates of the second stimulus' softness decrease during the exploration. Here we test the hypothesis that such decrease of weights depends on the representation strength of the first stimulus’ softness. We varied the length of the first stimulus’ exploration. Participants subsequently explored two silicon rubber stimuli by indenting the first stimulus (comparison) 1 or 5 times and the second stimulus (standard) always 3 times. We assessed the weights of indentation-specific estimates from the second stimulus by manipulating perceived softness during single indentations. Our results show that the longer the first stimulus is explored
the more estimates of the second stimulus' softness can be included in the comparison of the two stimuli. This suggests that the exploration length of the first stimulus determines the strength of its representation which influences the decrease of weights of indentation-specific estimates of the second stimulus.
  The Zip file contains all data relative to the publication. The data of each participant is contained in a separate folder. This folder contains a *.raw file for each session of the experiment and a ""data"" folder, which contains movement trajectories (*.trj files) and the staircase reversals for each condition (*.pse files) in separate folders for each session.
A description of the variables is contained in the file VARIABLE_CODES.txt",.trj,,,,,,,,,
492,Top-down modulation of shape and roughness discrimination in active touch by covert attention,"['by Metzger, Anna Mueller, Stefanie Fiehler, Katja Drewing, Knut', 'Metzger, Anna', 'Metzger, Anna', 'Mueller, Stefanie', 'Mueller, Stefanie', 'Fiehler, Katja', 'Fiehler, Katja', 'Drewing, Knut', 'Drewing, Knut']","['Sociology', 'Biological Sciences not elsewhere classified', 'Science Policy']","['Perception', 'Psychophysics', 'Attention', 'Haptic', 'Roughness', 'Shape']","Due to limitations in perceptual processing, information relevant to momentary task goals is selected from the vast amount of available sensory information by top-down mechanisms (e.g. attention) that can increase perceptual performance. We investigated how covert attention affects perception of 3D objects in active touch. In our experiment, participants simultaneously explored the shape and roughness of two objects in sequence, and were told afterwards to compare the two objects with regard to one of the two features. To direct the focus of covert attention to the different features we manipulated the expectation of a shape or roughness judgment by varying the frequency of trials for each task (20%, 50%, 80%), then we measured discrimination thresholds. We found higher discrimination thresholds for both shape and roughness perception when the task was unexpected, compared to the conditions in which the task was expected (or both tasks were expected equally). Our results suggest that active touch perception is modulated by expectations about the task. This implies that despite fundamental differences, active and passive touch are affected by feature selective covert attention in a similar way.
  There are zip files for the main experiment and the two pilot experiments, which contain all data relative to the publication. The data of each participant is contained in a separate folder. This folder contains a *.raw file with the participant's answers for each session of the experiment and a ""data"" folder, which contains movement trajectories (*.trj files) for each session in separate folders.
Variables of the main experiment are described in the file VARIABLE_CODES_MainExp.txt and the variables of the pilot experiments are described in the files VARIABLE_CODES_PilotRoughness.txt and VARIABLE_CODES_PilotShape.txt.",.trj,,,,,,,,,
493,Nuclear PAR quantification (ENZO),"['by Laura Lafon hughes', 'Laura Lafon hughes']",['Cell Biology'],['poly-adp-ribosylation'],Some original slices and correspondent quantification.GFP means PAR.,.trj,,,,,,,,,
494,Haptically perceived softness of deformable stimuli can be manipulated by applying external forces during the exploration,"['by Metzger, Anna Drewing, Knut', 'Metzger, Anna', 'Metzger, Anna', 'Drewing, Knut', 'Drewing, Knut']",['Uncategorized'],['zenodo'],"The perception of softness is the result of the integration of information provided by multiple cutaneous and kinesthetic signals. The relative contributions of these signals to the combined percept of softness was not yet addressed directly. We transmitted subtle external vertical forces to the exploring human finger during the exploration of deformable silicone rubber stimuli to dissociate the force estimates provided by the kinesthetic signals and the efference copy from cutaneous force estimates. This manipulation introduced a conflict between the cutaneous and the kinesthetic/efference copy information on softness. We measured Points of Subjective Equality (PSE) of manipulated references to stimuli which were explored without external forces. PSEs shifted as a linear function of external force in predicted directions - to higher compliances with pushing and to lower compliances with pulling force. We found relative contribution of kinesthetic/efference copy information to perceived softness being 23% for rather hard and 29% for rather soft stimuli. Our results suggest that an integration of the kinesthetic/efference copy information and cutaneous information with constant weights underlies softness perception. The kinesthetic/efference copy information seems to be slightly more important for the perception of rather soft stimuli.
Metzger, A., & Drewing, K. (2015). Haptically perceived softness of deformable stimuli can be manipulated by applying external forces during the exploration. In World Haptics Conference (WHC), 2015 IEEE (pp. 75-81). IEEE.
  The Zip file contains all data relative to the publication. The data of each participant is contained in a separate folder. This folder contains a *.raw file for each session of the experiment and a ""data"" folder, which contains movement trajectories (*.trj files) and the staircase reversals for each condition (*.pse files) in separate folders for each session.
A description of the variables is contained in the file VARIABLE_CODES.txt",.trj,,,,,,,,,
