accessRights,authors,containerURI,dataTypes,dateAvailable,description,doi,externalSubjectAreas,institutions,keywords,method,publicationDate,source,title,type_cont,version
,"Weiss-Schneeweiss, Hanna|Blöch, Cordula|Turner, Barbara|Villaseñor, José L.|Stuessy, Tod F.|Schneeweiss, Gerald M.",https://doi.org/10.5061/dryad.3n148,OTHER|DATASET,2011-07-13,"Polyploidy, an important factor in eukaryotic evolution, is especially abundant in angiosperms, where it often acts in concert with hybridization to produce allopolyploids. The application of molecular phylogenetic techniques has identified the origins of numerous allopolyploids, but little is known on genomic and chromosomal consequences of allopolyploidization, despite their important role in conferring divergence of allopolyploids from their parental species. Here, using several plastid and nuclear sequence markers, we clarify the origin of tetra- and hexaploids in a group of American daisies, allowing characterization of genome dynamics in polyploids compared to their diploid ancestors. All polyploid species are allopolyploids. Among the four diploid gene pools, the propensity for allopolyploidization is unevenly distributed phylogenetically with a few species apparently more prone to participate, but the underlying causes remain unclear. Polyploid genomes are characterized by differential loss of ribosomal DNA loci (5S and 35S rDNA), known hotspots of chromosomal evolution, but show genome size additivity, suggesting limited changes beyond those affecting rDNA loci or the presence of processes counterbalancing genome reduction. Patterns of rDNA sequence conversion and provenance of the lost loci are highly idiosyncratic and differ even between allopolyploids of identical parentage, indicating that allopolyploids deriving from the same lower-ploid parental species can follow different evolutionary trajectories.",10.5061/dryad.3n148,rDNA|Chromosomal Evolution|fluorescence in situ hybridisation|phylogeny|allopolyploidy|genome size,"Instituto de Biología, Departamento de Botánica|Department of Systematic and Evolutionary Botany|University of Vienna|Universidad Nacional Autónoma de México",Asteraceae|Melampodium|Compositae|sect. Melampodium,,2011-07-13,DRYAD,Data from: The promiscuous and the chaste: frequent allopolyploid speciation and its genomic consequences in American daisies (Melampodium sect. Melampodium; Asteraceae),,
Creative Commons Attribution 4.0 International Public License,"Wiese, Oliver|Marenduzzo, Davide|Brackley, Chris",https://doi.org/10.7488%2Fds%2F2610,DATASET,2019-08-21,"Simulation data related to the project ""Nucleosome positions alone can be used to predict domains in yeast chromosomes"". DNA is packaged into chromosomes, which are further organized into domains: Regions of the genome which are more likely to self-interact. Domains have been observed in species ranging from bacteria to humans and are thought to play an important role in gene regulation. Yet the mechanisms of domain formation are not fully understood. Here we use computer simulations to investigate domain formation in yeast. Our model reproduces the experimentally observed domains using only nucleosome positioning information as an input, implying that (unlike in higher eukaryotes) domain boundary locations are largely determined at this level. Our results reveal how irregular nucleosome spacing impacts the 3D chromosome organization, pointing to a direct link between nucleosome positioning and genome regulation at the large scale.,This deposit includes the source data for all figures in the publication. Simulations were performed using the LAMMPS molecular dynamics software; the full set of LAMMPS output trajectories used in the paper are included. Example LAMMPS initial condition and input scripts are included. LAMMPS version 31Mar17 was used. Experimental data used in the work was previously published elsewhere. Full details are given in the README file.,",10.7488/ds/2610,chromatin domains|Physical Sciences|MicroC|polymer simulations,,,,2019-01-01,bl.ed,Nucleosome positions alone can be used to predict domains in yeast chromosomes,,
,"Avalone, Vanessa|Ballif, Bryan|Ellison, Aaron|Gotelli, Nicholas|Northrop, Amanda",https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hfr.334.1,DATASET,,"The restoration of plant and animal communities damaged by chronic detrital or nutrient enrichment is a long-standing environmental problem. In a replicated greenhouse experiment with the aquatic microbial community that inhabits the cup-shaped leaves of the carnivorous pitcher plant Sarracenia purpurea, we monitored O2 levels and the concentration of bovine serum album (BSA), an effective molecular substitute for detritus. Low BSA enrichment rates triggered a classic hysteresis response, a substantial lag in the return of O2 levels. At intermediate BSA enrichment rates, O2 levels closely tracked BSA concentrations during both the enrichment and recovery phases. High BSA enrichment rates induced an unusual ""anti-clockwise"" hysteresis in which O2 levels were higher during the recovery phase than during the enrichment phase. These experiments revealed complex dynamic behavior in response to enrichment rates of a single environmental driver. Our results suggest that the past trajectory of enrichment is critical for understanding how systems will respond to restoration initiatives. Specifically, systems that have been exposed to chronic low levels of enrichment may be the ones that are most resistant to restoration efforts that reduce nutrient or detrital inputs.",10.6073/pasta/ebf6b175a6f6e44d3e9747c13f0d376c,,,,,2020-01-01,edi.edi,Hysteresis of the Sarracenia Purpurea Microecosystem in Northern Vermont 2015-2016,,
http://creativecommons.org/licenses/by/4.0,Margo Maex|Dag Treer|Henri De Greve|Paul Proost|Ines Van Boxclaer|Franky Bossuyt,https://data.mendeley.com/datasets/9xyp88y6n5,SEQUENCING_DATA|DATASET,2018-09-06,"We investigated the evolutionary trajectory of a series of 15 kDa proteins – termed persuasins – that were co-opted more recently alongside the ancient sodefrin precursor-like factor (SPF) courtship pheromone system in salamanders. Expression, genomic and molecular phylogenetic analyses show that persuasins originated from a gene that is expressed as a multi-domain protein in internal organs where it has no pheromone function, but underwent gene duplication and neofunctionalisation. The subsequent evolution combined domain-loss and the introduction of a proteolytic cleavage site in the duplicated gene to give rise to two-domain cysteine rich proteins with structural properties similar to SPF pheromones

In the absence of an NCBI database for sequences assembled by third party analyses (assembly of publicly available reads, RNA sequencing), we deposited nucleotide and amino acid sequences of persuasin and DUF-persuasin transcripts assembled from publicly available short reads (NCBI: SRA) on the Mendeley Data repository. Sources of publicly available SRA datasets are cited in the main article and supplemental information (Maex et al. (2018) Exaptation as a mechanism for functional reinforcement of an animal pheromone system).",10.17632/9xyp88y6n5.1,RNA Sequencing,,RNA Sequencing,,2018-09-06,MENDELEY_DATA,Exaptation as a mechanism for functional reinforcement of an animal pheromone system.,article,1
,"Roy, Julien|Reichel, Rüdiger|Brüggemann, Nicolas|Hempel, Stefan|Rillig, Matthias C.",https://doi.org/10.5061/dryad.t096s.2,OTHER|DATASET|FILE_SET,2018-02-15,"Arbuscular mycorrhizal (AM) fungi provide a range of functions in natural and managed ecosystems. However, the trajectory of AM fungal diversity after land degradation is poorly known. We studied the succession of AM fungi along an agricultural recultivation chronosequence after open-cast mining near Cologne, Germany. We used high-throughput sequencing of the large-subunit ribosomal RNA genes to characterize the soil AM fungal communities of 10 agricultural fields spanning 52 years of recultivation. During three years, soils are recultivated with a legume, and then converted to agriculture to be later returned to local farmers implementing conventional agriculture. Our data reveal a quick and strong recovery of AM fungal richness after a few years of recultivation, but also a rapid decline following years of conventional agriculture. The community structure was strongly correlated to mineral nitrogen and phosphorus, richness peaking at high N:P ratio. This work represents the first molecular data documenting temporal patterns of AM fungal communities in agriculture; it shows the deleterious effect of conventional agricultural practices on AM fungal communities developing over time. Nonetheless, the highly dynamic nature of AM fungal communities suggests strategies for site-level management for which considering N:P stoichiometry is crucial.",10.5061/dryad.t096s.2,,Berlin-Brandenburg Institute of Advanced Biodiversity Research|Institut furä Biologie|Forschungszentrum Juläich GmbH|Freie Universitatä Berlin|Okäologie der Pflanzen|Institute of Bio- and Geosciences|Berlin-Brandenburg Institute of Advanced Biodiversity Research|Institut furä Biologie|Forschungszentrum Juläich GmbH|Freie Universitatä Berlin|Okäologie der Pflanzen|Institute of Bio- and Geosciences|Berlin-Brandenburg Institute of Advanced Biodiversity Research|Institut furä Biologie|Forschungszentrum Juläich GmbH|Freie Universitatä Berlin|Okäologie der Pflanzen|Institute of Bio- and Geosciences,,,2018-02-15,DRYAD,Data from: Succession of arbuscular mycorrhizal fungi along a 52-year agricultural recultivation chronosequence,,
,"Roy, Julien|Reichel, Rüdiger|Brüggemann, Nicolas|Hempel, Stefan|Rillig, Matthias C.",https://doi.org/https://doi.org/10.5061/dryad.t096s,DATASET|FILE_SET,2017-10-16,"Arbuscular mycorrhizal (AM) fungi provide a range of functions in natural and managed ecosystems. However, the trajectory of AM fungal diversity after land degradation is poorly known. We studied the succession of AM fungi along an agricultural recultivation chronosequence after open-cast mining near Cologne, Germany. We used high-throughput sequencing of the large-subunit ribosomal RNA genes to characterize the soil AM fungal communities of 10 agricultural fields spanning 52 years of recultivation. During three years, soils are recultivated with a legume, and then converted to agriculture to be later returned to local farmers implementing conventional agriculture. Our data reveal a quick and strong recovery of AM fungal richness after a few years of recultivation, but also a rapid decline following years of conventional agriculture. The community structure was strongly correlated to mineral nitrogen and phosphorus, richness peaking at high N:P ratio. This work represents the first molecular data documenting temporal patterns of AM fungal communities in agriculture; it shows the deleterious effect of conventional agricultural practices on AM fungal communities developing over time. Nonetheless, the highly dynamic nature of AM fungal communities suggests strategies for site-level management for which considering N:P stoichiometry is crucial.",10.5061/dryad.t096s,,Berlin-Brandenburg Institute of Advanced Biodiversity Research|Institut furä Biologie|Forschungszentrum Juläich GmbH|Freie Universitatä Berlin|Okäologie der Pflanzen|Institute of Bio- and Geosciences,,,2017-10-16,DRYAD,Data from: Succession of arbuscular mycorrhizal fungi along a 52-year agricultural recultivation chronosequence,,
,"Toussaint, Emmanuel F. A.|Hendrich, L|Shaverdo, Helen|Balke, Michael",https://doi.org/10.5061/dryad.d88dg,OTHER|DATASET,2015-11-06,"The fate of newly settled dispersers on freshly colonized oceanic islands is a central theme of island biogeography. The emergence of increasingly sophisticated methods of macroevolutionary pattern inference paves the way for a deeper understanding of the mechanisms governing these diversification patterns on lineages following their colonization of oceanic islands. Here we infer a comprehensive molecular phylogeny for Melanesian Exocelina diving beetles. Recent methods in historical biogeography and diversification rate inference were then used to investigate the evolution of these insects in space and time. An Australian origin in the mid-Miocene was followed by independent colonization events towards New Guinea and New Caledonia in the late Miocene. One colonization of New Guinea led to a large radiation of &gt;150 species and 3 independent colonizations of New Caledonia gave rise to about 40 species. The comparably late colonizations of Vanuatu, Hawaii and China left only one or two species in each region. The contrasting diversification trajectories of these insects on Melanesian islands are likely accounted for by island size, age and availability of ecological opportunities during the colonization stage.",10.5061/dryad.d88dg,,,Copelatinae|Coleoptera|Exocelina|Dytiscidae,,2015-11-06,DRYAD,Data from: Mosaic patterns of diversification dynamics following the colonization of Melanesian islands,,
http://creativecommons.org/licenses/by/4.0,Kiyoshi Yagi|Masahiro Kimura|Isamu Shigemoto|TARO YAMADA|Donatas Surblys|Yuji Sugita|Jun Okabe|Tomonori Kawakami|Bo Thomsen|Takafumi Ogawa,https://data.mendeley.com/datasets/7ptj637tm3,DATASET|DOCUMENT,2019-12-16,Supporting Information,10.17632/7ptj637tm3.1,Theoretical Chemistry|Reverse Osmosis|Vibrational Spectrum,,Theoretical Chemistry|Reverse Osmosis|Vibrational Spectrum,,2019-12-16,MENDELEY_DATA,Data for: Amide A Band is a Fingerprint for Water Dynamics in Reverse Osmosis Polyamide Membranes,article,1
info:eu-repo/semantics/openAccess,Robert Szilagyi,https://zenodo.org/record/3361945,TABULAR_DATA|DATASET|TEXT|FILE_SET,2019-08-07,"The dataset provides supporting information to a hypothesis of coded Cys being thermodynamically superior to non-coded homoCys and thioGly analogues. The results were first presented at the 30/80 Chemobrionics 2019 meeting in Granada, Spain (www.chemobrionics.eu) and the corresponding publication appears in the thematic issue Frontiers Interface RSC journal.

The data set organized accordingly to the published figures and tables.
Folders starting with numbers correspond to figures in the paper. The force field key files are to be used in combination of the amber99sb.prm force field, as provided by the Tinker 8.7 (dasher.wustl.edu/tinker/).

The full secondary structure analysis was carried out using our in-house code (10.5281/zenodo.1442864).

The folder 'trajectories' contains the peptides without the waterbath, while the 'waterbath' folder has the NPT equilibrated 6 nm waterbath in truncated octahedron geometry.

The files starting with thermodynamics in the top folder has the numerical results used for calculating the cluster stability and ligand exchange reaction energetics.

The folders 'reference cubane' and 'maquette with short peptides' contains the spin-polarized, ferro and antiferro-magnetically coupled electronic structure for all [4Fe-4S] cluster complexes.

The key for the file extensions is as follows:

FCHK: formatted Gaussian16 checkpoint file with spin polarized wave function
KEY: Tinker control keyword file
LOG: output file generated by a computer code
LST: clear text file with the content of a compressed tar archive
MSV: Discovery Studio Viewer Pro 5.0 binary file
MD5: file checksum according to MD5 protocol
ODS: Open Office electronic spreadsheet file
PDW: PsiPlot data file
PDB: Protein Databank Files
PGW: PsiPlot graphics file
PRM: Tinker force field parameter file
TGZ: compressed tar archive
TXT: clear text file or raw data set
TXYZ: Tinker XYZ file with atomic, positions, atom types, and connectivity 
XYZ: Xmol file with atomic positions in Cartesian coordinates
 ",10.5281/zenodo.3361945,homocysteine|ligand exchange reaction|peptide secondary structure|[4Fe-4S]-maquettes|empirical force field|density functional theory|thioglycine|molecular dynamics,,homocysteine|ligand exchange reaction|peptide secondary structure|[4Fe-4S]-maquettes|empirical force field|density functional theory|thioglycine|molecular dynamics,,2019-08-07,ZENODO,Structure and Stability of [4Fe-4S]-Maquettes with Non-coded Amino Acids,article,
http://creativecommons.org/licenses/by/4.0,Dawood Hafeez,https://data.mendeley.com/datasets/spfnxf6ggz,TABULAR_DATA|DATASET,2018-07-28,"Data (n = 545) from top 6 psychiatry journals from January 1, 2007 to June 1, 2007. Citation count retrieved from Web of Science by Clarivate Analytics. ",10.17632/spfnxf6ggz.1,Bibliometrics|Psychiatry,,Bibliometrics|Psychiatry,,2018-07-28,MENDELEY_DATA,Data for: Bibliometric Analysis of Manuscript Characteristics that Influence Citations:  A Comparison of Six Major Psychiatry Journals ,article,1
CC BY 4.0,"Satuluri, Sri Harsha|Sudheer Kumar Katari|Chiranjeevi Pasala|Umamaheswari Amineni",https://tandf.figshare.com/articles/Novel_and_potent_inhibitors_for_dihydropteroate_synthase_of_i_Helicobacter_pylori_i_/11901864,DATASET,,"An endless drug-resistant strains of Helicobacter pylori and multitudinous drug reactions are obstacles in the treatment of H. pylori infections, thereby ambitious novel proof-of-concept for inhibitor design was practiced in advancement of medication. Dihydropteroate synthase (DHPS) is an alluring target that plays a great role in folate synthesis pathway essential for amino acids biosynthesis was selected for designing novel drugs to prevent infections caused by pathogenic H. pylori. In the present study, a reliable tertiary structure of DHPS in complex with inhibitor 6MB was constructed by Modeler 9v19. DrugBank compounds of DHPS, published inhibitors, and co-crystal ligand (6MB) were docked against DHPS. The best docked compounds were screened against 28.5 million compounds resulted 1186 structural analogs. Virtual screening workflow and quantum polarized ligand dockings of these compounds against DHPS resulted three leads that showed better XP Gscores, ADME properties, and binding-free energies compared to 6MB, DrugBank compounds, and published inhibitors. The proposed leads were also validated by receiver operative characteristic (ROC) curve metrics in the presence of thousand decoys and the best docked existing compounds against DHPS. Long-range molecular dynamics (MD) simulations for 100 ns were executed after post-docking evaluations. Trajectory analysis showed the lead–DHPS docking complex’s inter-molecular interactions were stable throughout the entire runtime of MD simulations than 6MB–DHPS complex and Eliglustat–DHPS complex. The study outcomes showed good competitive binding propensity and active-tunneling of leads over the existing inhibitors, thereby these leads could be ideal inhibitors against DHPS to target H. pylori.",10.6084/m9.figshare.11901864,Medicine|110309 Infectious Diseases|Space Science|39999 Chemical Sciences not elsewhere classified|69999 Biological Sciences not elsewhere classified|Biochemistry|Pharmacology|Biophysics|80699 Information Systems not elsewhere classified|60506 Virology|Cancer,,,,2020-01-01,figshare.ars,Novel and potent inhibitors for dihydropteroate synthase of Helicobacter pylori,,
,"Semenov, Georgy A.|Koblik, Evgeniy A.|Red'kin, Yaroslav A.|Badyaev, Alexander V.",https://doi.org/10.5061/dryad.nn34452,OTHER|DATASET,2018-05-31,"Geographically clustered phenotypes often demonstrate consistent patterns in molecular markers, particularly mitochondrial DNA (mtDNA) traditionally used in phylogeographic studies. However distinct evolutionary trajectories among traits and markers can lead to their discordance. First, geographic structure in phenotypic traits and nuclear molecular markers can be co-aligned but inconsistent with mtDNA (mito-nuclear discordance). Alternatively, phenotypic variation can have little to do with patterns in neither mtDNA nor nuclear markers. Disentangling between these distinct patterns can provide insight into the role of selection, demography and gene flow in population divergence. Here we examined a previously reported case of strong inconsistency between geographic structure in mtDNA and plumage traits in a widespread polytypic bird species, the White Wagtail (Motacilla alba). We tested whether this pattern is due to mito-nuclear discordance or discrepancy between morphological evolution and both nuclear and mtDNA markers. We analyzed population differentiation and structure across six out of nine commonly recognized subspecies using 17 microsatellite loci and a combination of microsatellites and plumage indices in a comprehensively sampled region of a contact between two subspecies. We did not find support for the mito-nuclear discordance hypothesis: nuclear markers indicated a subtle signal of genetic clustering only partially consistent with plumage groups, similar to previous findings that relied on mtDNA. We discuss evolutionary factors that could have shaped the intricate patterns of phenotypic diversification in the White wagtail and the role that repeated selection on plumage “hotspots” and hybridization may have played.",10.5061/dryad.nn34452,Wagtail|Hybridization|Plumage evolution|Mito-nuclear discordance|Phenotypic diversification,,Motacilla alba,,2018-05-31,DRYAD,Data from: Extensive phenotypic diversification coexists with little genetic divergence and a lack of population structure in the White Wagtail subspecies complex (Motacilla alba),,
,"Burin, Gustavo|Alencar, Laura R.V.|Chang, Jonathan|Alfaro, Michael E.|Quental, Tiago B.",https://doi.org/10.5061/dryad.tt10r84,OTHER|DATASET,2018-05-11,"The fossil record shows that the vast majority of all species that ever existed are extinct and that most lineages go through an expansion and decline in diversity. However, macroevolutionary analyses based upon molecular phylogenies have difficulty inferring extinction dynamics, raising questions about whether the neontological record can contribute to an understanding of the decline phenomenon. Two recently developed diversification methods for molecular phylogenies (RPANDA and BAMM) incorporate models that theoretically have the capacity to capture decline dynamics by allowing extinction to be higher than speciation. However, the performance of these frameworks over a wide range of decline scenarios has not been studied. Here we investigate the behavior of these methods under decline scenarios caused by decreasing speciation and increasing extinction through time on simulated trees at fixed intervals over diversity trajectories with expansion and decline phases. We also compared method performance over a comprehensive dataset of 214 empirical trees. Our results show that both methods perform equally well when varying speciation rates control decline. When decline was only caused by an increase in extinction rates both methods wrongly assign the variation in net diversification to a drop in speciation, even though the positive gamma values of those trees would suggest otherwise. We also found a tendency for RPANDA to favor increasing extinction and BAMM to favor decreasing speciation as the most common cause of decline in empirical trees. Overall our results shed light on the limitations of both methods, encouraging researchers to carefully interpret the results from diversification studies.",10.5061/dryad.tt10r84,Macroevolution|BAMM|Simulations|Vertebrates|Diversity decline|Extinction|RPANDA|Diversification|Speciation,,,,2018-05-11,DRYAD,Data from: How well can we estimate diversity dynamics for clades in diversity decline?,,
,"Li, Yiwei",https://doi.org/10.25549%2Fusctheses-c40-354993,DATASET,,"Neurotransmitter receptor molecules, concentrated in synaptic membrane protein domains along with scaffolds and other kinds of molecules, are crucial for signal transmission across chemical synapses. In common with other membrane protein domains, synaptic domains are characterized by low protein copy numbers and protein crowding, with rapid stochastic turnover of individual molecules. We study here a stochastic lattice model of the receptor-scaffold reaction-diffusion dynamics at synaptic domains that was found previously to capture, at the mean-field level, the self-assembly, stability, and characteristic size of synaptic domains observed in experiments. We show that our stochastic lattice model yields quantitative agreement with mean-field models of nonlinear diffusion in crowded membranes. Through a combination of analytic and numerical solutions of the master equation governing the reaction dynamics at synaptic domains, together with kinetic Monte Carlo (KMC) simulations, we find substantial discrepancies between mean-field and stochastic models for the reaction dynamics at synaptic domains. Based on the reaction and diffusion properties of synaptic receptors and scaffolds suggested by previous experiments and mean-field calculations, we show that the stochastic reaction-diffusion dynamics of synaptic receptors and scaffolds provide a simple physical mechanism for collective fluctuations in synaptic domains, the molecular turnover observed at synaptic domains, key features of the observed single-molecule trajectories, and spatial heterogeneity in the effective rates at which receptors and scaffolds are recycled at the cell membrane. Finally, inspired by our results on synaptic domains, we investigate the diffusion of particles through media with spatially inhomogeneous particle hopping rates, both in the presence and absence of steric constraints on the particle density. Based on the deterministic parts of the corresponding lattice Langevin equations we obtain general solutions for the fractions of all particles in regions with distinct particle hopping rates, for arbitrary spatial dimensions of the system and numbers of distinct particle species. We confirm our general solutions using KMC simulations. The work described in this thesis sheds light on the physical mechanisms and principles linking the collective properties of membrane protein domains to the stochastic dynamics that rule their molecular components.",10.25549/usctheses-c40-354993,diffusion|biomolecular self-assembly|inhibitory synapses|self-organization|protein-membrane interactions|aggregation|linear stability analysis|single-molecule dynamics|intracellular transport|glycine|gephrin|kinetic Monte Carlo|intracellular signaling|stochastic processes|pattern formation|subcellular processes &amp; properties|reaction|diffusion in inhomogeneous media|compartmentalization|signal transduction|membrane structure|intracellular trafficking|cell membrane transport|Physics|collective behavior|emergence of patterns|membrane dynamics|Poisson processes|protein-protein interactions|membranes|receptor|synapses|synaptic domain|scaffold|absorbing state|clustering,,,,2017-01-01,usc.dl,Stochastic dynamics of synaptic membrane protein domains,,
CC BY 4.0,"Satuluri, Sri Harsha|Sudheer Kumar Katari|Chiranjeevi Pasala|Umamaheswari Amineni",https://tandf.figshare.com/articles/Novel_and_potent_inhibitors_for_dihydropteroate_synthase_of_i_Helicobacter_pylori_i_/11901864/1,DATASET,,"An endless drug-resistant strains of Helicobacter pylori and multitudinous drug reactions are obstacles in the treatment of H. pylori infections, thereby ambitious novel proof-of-concept for inhibitor design was practiced in advancement of medication. Dihydropteroate synthase (DHPS) is an alluring target that plays a great role in folate synthesis pathway essential for amino acids biosynthesis was selected for designing novel drugs to prevent infections caused by pathogenic H. pylori. In the present study, a reliable tertiary structure of DHPS in complex with inhibitor 6MB was constructed by Modeler 9v19. DrugBank compounds of DHPS, published inhibitors, and co-crystal ligand (6MB) were docked against DHPS. The best docked compounds were screened against 28.5 million compounds resulted 1186 structural analogs. Virtual screening workflow and quantum polarized ligand dockings of these compounds against DHPS resulted three leads that showed better XP Gscores, ADME properties, and binding-free energies compared to 6MB, DrugBank compounds, and published inhibitors. The proposed leads were also validated by receiver operative characteristic (ROC) curve metrics in the presence of thousand decoys and the best docked existing compounds against DHPS. Long-range molecular dynamics (MD) simulations for 100 ns were executed after post-docking evaluations. Trajectory analysis showed the lead–DHPS docking complex’s inter-molecular interactions were stable throughout the entire runtime of MD simulations than 6MB–DHPS complex and Eliglustat–DHPS complex. The study outcomes showed good competitive binding propensity and active-tunneling of leads over the existing inhibitors, thereby these leads could be ideal inhibitors against DHPS to target H. pylori.",10.6084/m9.figshare.11901864.v1,Medicine|110309 Infectious Diseases|Space Science|39999 Chemical Sciences not elsewhere classified|69999 Biological Sciences not elsewhere classified|Biochemistry|Pharmacology|Biophysics|80699 Information Systems not elsewhere classified|60506 Virology|Cancer,,,,2020-01-01,figshare.ars,Novel and potent inhibitors for dihydropteroate synthase of Helicobacter pylori,,
,"Wu, Xuefang|Harrison, Roy M.",https://doi.org/10.25500%2Fedata.bham.00000389,DATASET,,"Organic aerosol is known to be a major component of fine aerosols in China. This study was designed to investigate the seasonal characteristics and source apportionment of organic aerosols during both clean days and haze events. Time-resolved concentrations of carbonaceous aerosols and organic molecular tracers were measured at Pinggu, a rural site of Beijing during the winter of 2016 and summer 2017 within an intensive sampling campaign. The Chemical Mass Balance (CMB) receptor model was applied to estimate the average source contributions to organic carbon (OC) at Pinggu based on molecular markers for primary and secondary organic aerosols. The concentration of OC in winter is comparable with previous studies, but decreased significantly during summer. The CMB model apportioned to seven separate primary sources, which explained on average 73.8% on haze days and 81.2% on clean days of the organic carbon in winter, including vegetative detritus, biomass burning, gasoline vehicles, diesel vehicles, industrial coal combustion, residential coal combustion and cooking. A slightly lower percentage of OC was apportioned in the summer campaign with 64.5% and 78.7% accounted for on moderate and good days. The other unapportioned OC is considered to consist of secondary organic aerosol (SOA) formed through chemical reactions in the atmosphere. During haze episodes in winter, coal combustion and SOA were the dominant sources of organic carbon with 23.3% and 26.2% of OC, respectively, followed by biomass burning emissions (20%), indicating that combustion activities and secondary formation play significant roles in particulate matter accumulation, whereas in summer, industrial coal combustion and SOC are important sources. Diurnal contribution cycles for coal combustion and biomass burning showed a peak at 6-9 pm, suggesting cooking and heating were predominantly responsible for organic aerosols in this rural area. The backward trajectory analysis showed that high mass concentrations of OC were measured when the air mass was from the south, suggesting that the organic aerosols in Pinggu were mainly affected by both local emissions and regional transport from central Beijing and Hebei province during haze episodes. The source apportionment by CMB is compared with the results of a PMF analysis of ACSM data for non-refractory PM1, showing generally good agreement.",10.25500/edata.bham.00000389,,,,,2019-01-01,bl.bham,Source Apportionment of Fine Organic Carbon,,
,"Silvestro, Daniele|Tejedor, Marcelo F.|Serrano-Serrano, Martha L.|Loiseau, Oriane|Rossier, Victor|Rolland, Jonathan|Zizka, Alexander|Höhna, Sebastian|Antonelli, Alexandre|Salamin, Nicolas",https://doi.org/10.5061/dryad.sv43650,OTHER|DATASET,2018-06-18,"New World monkeys (platyrrhines) are one of the most diverse groups of primates, occupying today a wide range of ecosystems in the American tropics and exhibiting large variations in ecology, morphology, and behavior. Although the relationships among the almost 200 living species are relatively well understood, we lack robust estimates of the timing of origin, ancestral morphology, and geographic range evolution of the clade. Here we integrate paleontological and molecular evidence to assess the evolutionary dynamics of extinct and extant platyrrhines. We develop novel analytical frameworks to infer the evolution of body mass, changes in latitudinal ranges through time, and species diversification rates using a phylogenetic tree of living and fossil taxa. Our results show that platyrrhines originated 5–10 million years earlier than previously assumed, dating back to the Middle Eocene. The estimated ancestral platyrrhine was small – weighing 0.4 kg – and matched the size of their presumed African ancestors. As the three platyrrhine families diverged, we recover a rapid change in body mass range. During the Miocene Climatic Optimum, fossil diversity peaked and platyrrhines reached their widest latitudinal range, expanding as far South as Patagonia, favored by warm and humid climate and the lower elevation of the Andes. Finally, global cooling and aridification after the middle Miocene triggered a geographic contraction of New World monkeys and increased their extinction rates. These results unveil the full evolutionary trajectory of an iconic and ecologically important radiation of monkeys and showcase the necessity of integrating fossil and molecular data for reliably estimating evolutionary rates and trends.",10.5061/dryad.sv43650,,,,,2018-06-18,DRYAD,Data from: Early arrival and climatically-linked geographic expansion of New World monkeys from tiny African ancestors,,
info:eu-repo/semantics/openAccess,"Kearns, Fiona|Warrensford, Luke|Boresch, Stefan|Woodcock, H. Lee",https://zenodo.org/record/2328952,DATASET|FILE_SET,2018-12-17,"Calculating free energy differences between levels of theory (i.e., \(\Delta A^{low \to high}\)) is integral to performing indirect (S)QM/MM free energy simulations. However, connecting levels of theory via free energy simulations has proved difficult due to (1) bond/angle degrees of freedom, (2) dihedral degrees of freedom, and (3) solvent arrangement differences between levels of theory, largely due to partial charge differences between levels of theory. In order to improve calculation of (S)QM/MM free energy simulations, the free energy simulation community should begin to compare methods based on convergence success relative to overall computational time and resource requirements. We have begun to compile such a dataset by calculating \(\Delta A^{MM \to SCC-DFTB}\) in gas phase for 22 drug-like molecules, as seen in our recent publication, Kearns, et al. 2018, Molecules, Submitted, and we hope that future practitioners will do the same. With this work we hope to provide a standard for comparison for future FES methodologies; additionally, in the near future we hope to continue to add to this dataset including results in more complicated environments such as in solution and in enzyme. All data can be found in our publication and in the accompanying Supporting Information; raw data (such as simulation trajectories and raw data files) can be made available upon request. The purpose of this dataset publication is to make available all starting coordinates, topologies, parameter sets, and input files necessary to replicating the results published in our work.",10.5281/zenodo.2328952,"indirect free energy simulations, quantum mechanical molecular mechanical hybrid modeling, free energy perturbation, nonequilibrium work simulations, Bennett's acceptance ratio, Jarzynski's equation, Crooks' equation",,"indirect free energy simulations, quantum mechanical molecular mechanical hybrid modeling, free energy perturbation, nonequilibrium work simulations, Bennett's acceptance ratio, Jarzynski's equation, Crooks' equation",,2018-12-16,ZENODO,``HiPen'': a new dataset for validating (S)QM/MM free energy simulations,article,
